pitch_id,pitcher_id,pitcher_side,pitch_type,pitch_initial_speed_a,break_x_a,break_z_a,pitch_initial_speed_b,spinrate_b,break_x_b,break_z_b
301,34909,R,Fastball,,,,94.2708,2576.52,7.97617,-13.9316
302,34909,R,Fastball,,,,95.1873,2487.22,10.37,-10.6905
303,34909,R,Changeup,,,,84.9128,1457.28,17.9867,-36.2803
304,34909,R,Changeup,,,,84.5924,1650.2,15.3894,-31.114
305,34909,R,Fastball,,,,95.5482,2458.41,8.6165,-16.3276
306,34909,R,Fastball,,,,94.2386,2464.15,13.9604,-13.3015
307,34909,R,Slider,,,,85.8578,2253.86,-0.69382,-29.8629
308,34909,R,Slider,,,,86.4375,2170.82,1.37415,-27.7851
309,34909,R,Fastball,,,,93.4006,2328.83,12.0466,-15.9497
310,34909,R,Slider,,,,86.8083,2248.19,0.85684,-22.4067
311,34909,R,Fastball,,,,95.4846,2437.35,12.8253,-14.2062
312,34909,R,Fastball,,,,91.4495,2616.55,16.1318,-18.6045
313,34909,R,Fastball,,,,91.5378,2573.46,16.365,-14.8551
314,34909,R,Fastball,,,,92.714,2447.13,13.766,-15.955
315,34909,R,Curveball,,,,81.219,,-2.99512,-39.995
316,34909,R,Fastball,,,,93.8849,2460.65,9.4055,-14.3909
317,34909,R,Curveball,,,,79.4561,,-4.64275,-41.9027
318,34909,R,Fastball,,,,93.8397,2429.48,10.4096,-14.975
319,34909,R,Changeup,,,,83.5542,1344.45,12.7401,-35.0206
320,34909,R,Fastball,,,,92.4853,2426.38,11.3849,-16.3476
321,34909,R,Changeup,,,,85.3673,1479.13,16.1165,-30.4867
322,34909,R,Fastball,,,,90.7715,2349.8,13.8601,-23.0806
323,34909,R,Fastball,,,,91.6399,2386.19,10.3863,-14.7563
324,34909,R,Fastball,,,,91.7553,2372.99,14.1834,-12.5376
325,34909,R,Slider,,,,86.0143,2312.09,1.53935,-32.7079
326,34909,R,Fastball,,,,91.4535,2454.54,17.4659,-18.3252
327,34909,R,Fastball,,,,91.079,2508.17,13.1182,-14.2126
328,34909,R,Fastball,,,,91.7194,2488.48,10.0546,-20.1104
329,34909,R,Fastball,,,,91.7919,2554.2,16.7899,-18.4036
330,34909,R,Curveball,,,,78.9022,2625.74,-4.88357,-46.6512
331,34909,R,Curveball,,,,79.9753,2440.51,-7.30826,-45.4815
332,34909,R,Fastball,,,,93.7496,2307.46,14.2391,-18.6027
333,34909,R,Fastball,,,,92.5928,2330.88,13.8734,-20.6334
334,34909,R,Slider,,,,84.4051,2589.18,-0.34776,-32.2414
335,34909,R,Fastball,,,,91.8663,2571.69,17.6653,-13.6778
336,34909,R,Fastball,,,,93.0735,2539.57,10.778,-20.904
337,34909,R,Curveball,,,,81.7596,2670.19,-5.15309,-37.1083
338,34909,R,Fastball,,,,92.6568,2615.78,12.3531,-15.0704
339,34909,R,Fastball,,,,93.3322,2664.33,18.8582,-12.3518
340,34909,R,Curveball,,,,77.8702,2806.77,-1.29753,-44.4583
341,34909,R,Fastball,,,,92.042,2645.18,13.8653,-14.4319
342,34909,R,Changeup,,,,84.1771,1272.48,12.8552,-33.0712
343,34909,R,Fastball,,,,91.4715,2661.31,17.7757,-17.3816
344,34909,R,Slider,,,,85.8283,2541.54,1.75877,-34.2504
345,34909,R,Fastball,,,,93.4809,2697.58,17.6114,-16.2155
346,34909,R,Fastball,,,,90.4345,2438.09,14.934,-16.259
347,34909,R,Fastball,,,,91.5814,2444.22,15.7827,-17.3539
348,34909,R,Fastball,,,,93.1829,2486.71,15.9741,-10.9915
349,34909,R,Fastball,,,,92.3839,2486.22,13.3092,-22.8292
350,34909,R,Fastball,,,,91.8478,2449.14,10.2516,-16.3865
351,34909,R,Fastball,92.6,-10.91,9.15,,,,
352,34909,R,Fastball,91.8,-7.21,9.07,,,,
353,34909,R,Fastball,90.3,-8.02,5.95,,,,
354,34909,R,Fastball,93.5,-7.1,5.83,,,,
355,34909,R,Fastball,94.2,-6.74,7.74,,,,
356,34909,R,Slider,83.6,3.43,3.35,,,,
357,34909,R,Fastball,90.3,-9.15,8.72,,,,
358,34909,R,Changeup,81.1,-8.84,1.14,,,,
359,34909,R,Changeup,82.5,-10.45,1.8,,,,
360,34909,R,Changeup,83.1,-9.33,0.97,,,,
361,34909,R,Changeup,84.9,-9.57,1.35,,,,
362,34909,R,Changeup,85.1,-9.2,-0.26,,,,
363,34909,R,Fastball,92.6,-9.03,9.7,,,,
364,34909,R,Fastball,91.7,-10.5,8.35,,,,
365,34909,R,Fastball,91.3,-8.76,10.27,,,,
366,34909,R,Changeup,84.2,-9.78,0.51,,,,
367,34909,R,Fastball,90.6,-9.8,8.99,,,,
368,34909,R,Changeup,83.6,-9.68,0.39,,,,
369,34909,R,Fastball,91.7,-8.76,7.87,,,,
370,34909,R,Fastball,92.4,-8.33,8.63,,,,
371,34909,R,Fastball,94,-10.96,8.84,,,,
372,34909,R,Fastball,92.2,-9.43,8.56,,,,
373,34909,R,Fastball,91.7,-8.5,8.73,,,,
374,34909,R,Fastball,93.1,-9.45,8.65,,,,
375,34909,R,Fastball,93.1,-9.37,5.39,,,,
376,34909,R,Fastball,92.5,-7.47,7.68,,,,
377,34909,R,Slider,84.9,0.99,-0.72,,,,
378,34909,R,Fastball,95.2,-8.59,6.43,,,,
379,34909,R,Fastball,92.9,-8.19,6.96,,,,
380,34909,R,Fastball,93.8,-8.39,5.03,,,,
381,34909,R,Changeup,86.5,-9.96,-1.18,,,,
382,34909,R,Slider,85,0.14,0.5,,,,
383,34909,R,Fastball,93.3,-10.95,6.32,,,,
384,34909,R,Fastball,93.2,-11.3,6.65,,,,
385,34909,R,Fastball,93.4,-8.67,6.26,,,,
386,34909,R,Fastball,94.3,-10.48,7.21,,,,
387,34909,R,Fastball,94.6,-8,6.84,,,,
388,34909,R,Fastball,95.5,-7.17,5.01,,,,
389,34909,R,Fastball,94.6,-7.52,6.16,,,,
390,34909,R,Fastball,93.2,-8.85,6.06,,,,
391,34909,R,Slider,86.1,2,-0.81,,,,
392,34909,R,Fastball,96.3,-9.01,6.67,,,,
393,34909,R,Fastball,92.6,-9.94,7.39,,,,
394,34909,R,Slider,84,2.88,-1.19,,,,
395,34909,R,Fastball,93.2,-9.36,6.77,,,,
396,34909,R,Fastball,92.6,-7.74,6.43,,,,
397,34909,R,Fastball,92.3,-9.27,5.2,,,,
398,34909,R,Fastball,93,-8.57,7.07,,,,
399,34909,R,Slider,84.3,1.62,-0.93,,,,
400,34909,R,Fastball,91.9,-9.61,5.72,,,,
401,34909,R,,84.7,1.33,-1.8,,,,
402,34909,R,,79.3,4.3,-4.23,,,,
403,34909,R,,86.4,-9.76,-1.93,,,,
404,34909,R,,95.9,-6.32,7.81,,,,
405,34909,R,,83.1,-9.05,0.23,,,,
406,34909,R,,86.1,-9.02,-0.72,,,,
407,34909,R,,96.1,-6.4,6.4,,,,
408,34909,R,,95.6,-5.46,6.49,,,,
409,34909,R,,84.9,1.92,-2.86,,,,
410,34909,R,,94.4,-3.72,5.93,,,,
411,34909,R,,83.3,2.07,-3.21,,,,
412,34909,R,,92.5,-8.17,7.98,,,,
413,34909,R,,92.1,-6.75,8.56,,,,
414,34909,R,,92.5,-8.5,6.91,,,,
415,34909,R,,88.8,-1.56,0.78,,,,
416,34909,R,,84.7,1.08,-3.54,,,,
417,34909,R,,94.1,-8.09,5.88,,,,
418,34909,R,,93.4,-9.86,5.18,,,,
419,34909,R,,83.6,1.24,-0.89,,,,
420,34909,R,,84.3,1.32,-1.89,,,,
421,34909,R,,83.4,-0.4,-3.35,,,,
422,34909,R,,92.8,-5.71,4.77,,,,
423,34909,R,,83.3,1.89,-1.4,,,,
424,34909,R,,92.7,-8.98,6.59,,,,
425,34909,R,,93.1,-7.2,7.39,,,,
426,34909,R,,84.2,2.39,-1.62,,,,
427,34909,R,,94.2,-6.35,6.03,,,,
428,34909,R,,89.8,-9.89,5.57,,,,
429,34909,R,,85,-9.97,-0.67,,,,
430,34909,R,,94.6,-8.41,6.08,,,,
431,34909,R,,95.2,-8.7,6.84,,,,
432,34909,R,,85.4,2.75,-1.86,,,,
433,34909,R,,92.6,-9.9,5.56,,,,
434,34909,R,,92.9,-7.33,6.91,,,,
435,34909,R,,85.2,1.5,1.3,,,,
436,34909,R,,94.8,-6.63,5.54,,,,
437,34909,R,,84.3,2.42,-0.63,,,,
438,34909,R,,92.5,-7.52,5.99,,,,
439,34909,R,,84.6,-8.75,2.96,,,,
440,34909,R,,93.4,-6.82,5.3,,,,
441,34909,R,,94.5,-7.7,5.86,,,,
442,34909,R,,94.5,-8.75,6.44,,,,
443,34909,R,,86.9,0.9,-1.53,,,,
444,34909,R,,93,-8.47,6.45,,,,
445,34909,R,,93.1,-9.26,8.93,,,,
446,34909,R,,84.3,-9.37,0.74,,,,
447,34909,R,,93.4,-8.83,7.19,,,,
448,34909,R,,95.3,-7.46,7.74,,,,
449,34909,R,,95.1,-9.99,7.26,,,,
450,34909,R,,95.3,-9.76,5.64,,,,
451,34909,R,,,,,94.1266,2666.14,15.9867,-12.7724
452,34909,R,,,,,86.0458,1405.35,19.1427,-30.8915
453,34909,R,,,,,93.132,2820.48,16.328,-17.2388
454,34909,R,,,,,93.956,2669.18,16.0251,-18.3867
455,34909,R,,,,,86.2116,1628.73,17.8506,-35.2467
456,34909,R,,,,,95.5576,2673.43,12.841,-14.4519
457,34909,R,,,,,94.9198,2729.01,12.6313,-14.0452
458,34909,R,,,,,87.3282,1696.88,19.6906,-32.1411
459,34909,R,,,,,85.9066,2704.27,-3.69775,-34.3783
460,34909,R,,,,,85.3988,,-3.34902,-32.6581
461,34909,R,,,,,94.37,2462.01,12.9011,-16.2348
462,34909,R,,,,,84.898,2637.27,-3.6828,-39.5805
463,34909,R,,,,,94.5407,2397.15,12.9662,-20.4014
464,34909,R,,,,,96.0038,2678.17,14.489,-20.2777
465,34909,R,,,,,97.1494,2607.66,14.2416,-14.1026
466,34909,R,,,,,95.626,2520.24,12.5551,-19.2142
467,34909,R,,,,,95.5366,2621.04,10.3884,-13.4579
468,34909,R,,,,,92.6321,2571.26,15.9294,-18.1582
469,34909,R,,,,,92.1543,2511.48,19.1817,-22.4837
470,34909,R,,,,,92.6267,2487.52,17.4427,-16.4917
471,34909,R,,,,,94.129,2607.86,16.6186,-15.9187
472,34909,R,,,,,91.7129,2434.92,14.4504,-18.9197
473,34909,R,,,,,92.9582,2455.77,14.8476,-20.4472
474,34909,R,,,,,84.95,2438.38,-0.838536,-30.9657
475,34909,R,,,,,93.1284,2511.4,13.1587,-9.78366
476,34909,R,,,,,85.0539,2429.21,-1.02291,-31.4879
477,34909,R,,,,,95.4709,2524.7,17.3615,-17.0513
478,34909,R,,,,,85.3546,2431.35,-2.49472,-32.6023
479,34909,R,,,,,94.5273,2518.27,10.4451,-16.3923
480,34909,R,,,,,86.4163,2293.69,-0.698685,-31.7185
481,34909,R,,,,,92.1113,2530.73,11.0046,-10.2403
482,34909,R,,,,,79.2202,2696.8,-8.20455,-48.2487
483,34909,R,,,,,93.5416,2569.07,11.0466,-17.8681
484,34909,R,,,,,93.2736,2531.97,12.7337,-17.7047
485,34909,R,,,,,92.67,2498.62,10.666,-24.1741
486,34909,R,,,,,94.8403,2582.54,10.2951,-13.4584
487,34909,R,,,,,85.8826,2372.31,1.34137,-30.6092
488,34909,R,,,,,91.0268,2444.51,12.0675,-17.0038
489,34909,R,,,,,94.2803,2585.62,13.2588,-16.2309
490,34909,R,,,,,81.0519,2575.97,-7.91174,-42.5796
491,34909,R,,,,,81.2852,2677.73,-8.90879,-43.6473
492,34909,R,,,,,95.4297,2360.92,2.00279,-17.9277
493,34909,R,,,,,80.7831,2416.44,-10.2856,-42.9078
494,34909,R,,,,,96.7085,2446.15,7.0679,-9.9658
495,34909,R,,,,,94.6248,2502.67,6.6611,-9.53386
496,34909,R,,,,,92.27,2550.81,14.233,-17.6745
497,34909,R,,,,,77.0256,2645.2,-12.6457,-53.9141
498,34909,R,,,,,85.8591,2476.59,-1.45674,-34.0997
499,34909,R,,,,,86.1379,1229.99,-2.18451,-29.8139
500,34909,R,,,,,85.4145,1372.39,17.2521,-28.0281
1,58040,L,Fastball,93.1,0.62,10.64,93.0294,2233.11,-0.28214,-15.8542
2,58040,L,Fastball,93.5,1.55,12.27,93.7203,2270.93,-2.44039,-13.6673
3,58040,L,Fastball,94.2,1.53,10.55,94.0809,2328.22,1.38384,-13.8566
4,58040,L,Fastball,92.9,2.09,10.51,93.3593,2212.97,-2.98498,-3.44314
5,58040,L,Fastball,93,-0.19,10.82,93.3468,2234.26,1.64022,-7.32841
6,58040,L,Curveball,73.1,-1.28,-10.89,73.2019,2312.03,3.20906,-68.1551
7,58040,L,Fastball,94.3,-1.11,11.83,94.1372,2174.78,1.34108,-8.15879
8,58040,L,Curveball,74,-1.56,-12.62,74.1602,2319.41,3.09003,-70.2463
9,58040,L,Fastball,93.3,2.73,10.76,93.7644,2224.97,-3.48867,-0.47833
10,58040,L,Slider,84.4,-5.11,1.98,84.5032,692.756,9.69365,-32.3042
11,58040,L,Fastball,93.6,2.04,8.89,93.5396,2328.97,-2.25071,-15.6729
12,58040,L,Fastball,93.7,0.76,11.91,93.9734,2263.59,1.63581,-10.989
13,58040,L,Fastball,93.2,3.19,9.94,93.5408,2297.36,-5.30851,-14.4803
14,58040,L,Fastball,94.3,0.64,12,94.5123,2145.23,-0.94544,-7.86131
15,58040,L,Slider,87.5,-1.52,5,87.6604,608.482,2.56002,-30.1398
16,58040,L,Slider,87.6,-2.47,2.77,87.9471,,3.61587,-30.5613
17,58040,L,Fastball,93.4,1.36,11.08,93.2861,2302.95,-4.29295,-16.4295
18,58040,L,Fastball,92.7,1.04,9.26,93.1626,2233.3,1.09604,-12.1059
19,58040,L,Slider,86.5,-1.6,4.23,86.7627,2497.78,0.971054,-29.4
20,58040,L,Fastball,92.2,0.2,13.78,92.3737,2378.67,-4.73163,-8.96549
21,58040,L,Fastball,92.4,0.93,11.9,92.6424,2314.79,-4.023,-8.62038
22,58040,L,Fastball,92.7,0.73,14.11,92.4727,2297.48,-2.56452,-13.6162
23,58040,L,Curveball,72.4,-2.62,-8.38,72.8458,2333.29,7.03031,-72.2544
24,58040,L,Fastball,92.7,1.67,14.76,92.9878,2412.18,-4.09618,-12.0045
25,58040,L,Slider,88.3,-3.12,2.37,87.9607,2510.21,6.28254,-39.7231
26,58040,L,Slider,87.6,-1.14,4.37,88.1406,2506.48,6.90891,-29.9766
27,58040,L,Fastball,90.8,2.89,12.03,91.1164,2215.76,-3.60808,-11.4869
28,58040,L,Fastball,90.5,1.98,11.39,91.1167,2268.47,-2.68925,-9.37989
29,58040,L,Curveball,72.7,-2.2,-10.44,72.8658,2423.84,5.82895,-69.7245
30,58040,L,Fastball,93.4,0.69,11.16,93.5492,2314.09,-0.66216,-13.8723
31,58040,L,Curveball,73,-2.39,-8.8,72.9684,2516.16,3.20871,-74.9595
32,58040,L,Fastball,93.2,1.77,11.74,93.6181,2365.15,-1.45316,-10.4855
33,58040,L,Slider,86.4,-2.92,7.9,86.6178,714.651,5.98869,-21.5549
34,58040,L,Slider,86.2,-0.3,3.48,86.6444,,-1.91744,-28.4565
35,58040,L,Fastball,93,1.07,10.13,93.3818,2305.84,-3.50136,-13.3246
36,58040,L,Fastball,92.5,-0.27,11.53,92.9798,2206.06,-2.37836,-10.891
37,58040,L,Fastball,93,0.73,11.39,93.0493,2365.89,-4.04369,-11.2827
38,58040,L,Fastball,92.6,0.47,11.57,93.104,2306.84,0.15307,-9.08701
39,58040,L,Slider,86.7,-2.68,4.2,86.9529,,3.01668,-27.0509
40,58040,L,Curveball,76,0.84,-10.41,76.0418,2427.72,-2.08195,-73.905
41,58040,L,Slider,88.1,-1.88,3.95,88.0356,2408.47,3.22351,-30.9854
42,58040,L,Fastball,93.9,-0.03,12.65,93.8583,2340.23,3.36003,-15.4843
43,58040,L,Curveball,74.6,-2.11,-6.84,74.967,2469.17,2.53781,-70.7435
44,58040,L,Slider,85.3,-5.82,-2.55,85.4594,,11.792,-41.8136
45,58040,L,Slider,84.1,-6.21,-3.36,84.176,2631.41,11.0584,-44.2096
46,58040,L,Curveball,72.9,-4.32,-8.57,73.537,2365.12,6.02026,-66.4369
47,58040,L,Fastball,93.8,0.1,11.3,93.9623,2315.92,-0.04169,-10.6303
48,58040,L,Slider,87.9,-2.5,5.14,88.2004,2541.54,4.05925,-31.1341
49,58040,L,Fastball,93.9,3.1,11.14,94.1262,2275.7,-4.2946,-13.5588
50,58040,L,Slider,87.5,-4.5,4.84,87.2837,578.754,6.44315,-31.5261
51,58040,L,Fastball,95,-0.48,12.31,95.5661,2442.48,0.832973,-9.56519
52,58040,L,Fastball,93.6,-0.52,12.22,93.8002,2391.2,2.62322,-10.4828
53,58040,L,Fastball,94,2.05,12.37,94.2039,2345.88,-4.2733,-10.2991
54,58040,L,Curveball,74.5,-1.86,-12.88,74.5292,2315.49,2.35893,-75.8413
55,58040,L,Curveball,73.9,-3.3,-11.37,74.3577,2360.9,3.80919,-70.7457
56,58040,L,Fastball,94.4,0.01,14.47,94.5559,2332.5,-0.30223,-9.68114
57,58040,L,Fastball,94.4,1.5,10.9,94.1981,2401.34,-3.43667,-13.6211
58,58040,L,Fastball,94.8,0.86,9.86,94.8483,2427.39,0.17581,-10.329
59,58040,L,Fastball,94.9,0.11,9.54,95.5003,2423.52,-3.21428,-11.342
60,58040,L,Slider,87.5,-2.31,5.74,87.8597,2556.86,1.315,-22.5277
61,58040,L,Curveball,72.6,-2.71,-9.42,72.7184,2383.23,4.19286,-70.4856
62,58040,L,Slider,87.1,-2.61,6.62,87.1281,,3.12055,-27.5503
63,58040,L,Fastball,91.5,-0.45,11.52,91.5614,2278.77,-0.67927,-12.8214
64,58040,L,Curveball,73.7,-3.29,-9.02,73.6082,2312.86,1.90472,-70.6013
65,58040,L,Fastball,93.9,-1.88,9.83,93.9441,2282.95,3.08142,-7.2168
66,58040,L,Fastball,93.6,-1.64,11.01,93.8687,2281.95,5.56724,-9.78426
67,58040,L,Fastball,93.7,1.72,11.86,93.9378,2252.75,-3.06857,-7.41394
68,58040,L,Fastball,93.8,3.48,13.58,94.1429,2335.47,-0.02627,-11.6412
69,58040,L,Slider,87.3,-6.16,-0.8,87.7308,2435.47,7.99671,-33.9455
70,58040,L,Fastball,93.6,-4.09,11.3,93.8005,2314.31,2.85771,-11.9457
71,58040,L,Fastball,93,0.67,12.24,93.4909,2390.48,2.02285,-10.8796
72,58040,L,Curveball,74.6,-3.25,-11.56,74.4439,2356.8,1.58834,-67.5122
73,58040,L,Curveball,74.7,-3.17,-12.34,75.036,2534.49,4.01974,-68.5915
74,58040,L,Fastball,93.9,-0.81,11.62,94.0945,2376.88,-0.50058,-9.65027
75,58040,L,Fastball,93.7,0.97,12.18,93.9266,2284.81,-1.98791,-10.3302
76,58040,L,Slider,86.5,-6.7,-0.18,86.9408,,8.8033,-31.0752
77,58040,L,Slider,85.3,-5.26,-2.15,85.4163,1248.78,11.9263,-37.094
78,58040,L,Fastball,93.7,0.23,11.72,93.9766,2311,-1.57154,-11.5601
79,58040,L,Fastball,92,0.73,14.06,92.272,2314.6,0.599595,-10.7428
80,58040,L,Curveball,71.5,-2.54,-9.93,71.7862,2420.08,5.69977,-72.5675
81,58040,L,Curveball,73.3,-2.68,-9.51,73.4615,2315.38,6.32103,-68.3927
82,58040,L,Fastball,92.5,0.45,10.77,92.918,2203.93,-2.07796,-10.4479
83,58040,L,Slider,85.3,-3.77,1.64,85.3999,,4.76257,-37.152
84,58040,L,Fastball,91.4,0.49,11.38,92.4211,2269.99,-2.27203,-5.56605
85,58040,L,Slider,84.4,-3.93,-0.82,84.2717,2526.61,8.24659,-37.7387
86,58040,L,Fastball,92.8,0.76,9.94,92.8031,2302.26,0.886051,-12.2877
87,58040,L,Slider,87.7,-3.31,6.83,87.688,1237.11,6.61439,-25.9814
88,58040,L,Fastball,93.3,-1.04,10.35,93.565,2201.32,1.59019,-11.3891
89,58040,L,Curveball,73.3,-2.87,-8.56,73.5791,2326.98,0.698546,-69.6873
90,58040,L,Slider,85.8,-5.27,3.31,86.1088,864.539,6.35753,-34.5989
91,58040,L,Slider,87,-3.72,7.06,86.9037,2302.81,3.67568,-30.1379
92,58040,L,Fastball,93.9,-0.11,11.15,93.9406,2302.8,0.968557,-11.9573
93,58040,L,Curveball,74.3,-2.85,-7.43,74.7565,2483.99,1.92014,-59.4147
94,58040,L,Fastball,94.4,-0.2,9.91,94.5998,2302.14,-0.62001,-13.6986
95,58040,L,Fastball,92.3,1.86,14.21,92.8167,2373.69,-2.40661,-8.80343
96,58040,L,Fastball,93.2,1.82,11.74,93.3069,2408.11,-4.6795,-10.6597
97,58040,L,Fastball,92,-3.77,10.83,92.2537,2225.48,4.80593,-11.4632
98,58040,L,Curveball,73.5,-2.35,-8.87,73.6627,2443.13,-1.45613,-70.3336
99,58040,L,Fastball,92.9,-0.58,9.1,94.05,2212.72,0.89319,-10.084
100,58040,L,Fastball,93.8,0.34,8.78,94.6802,2158.72,2.82443,-12.0166
101,58040,L,Curveball,72.5,-2.47,-10.56,,,,
102,58040,L,Fastball,93.6,1.08,9.17,,,,
103,58040,L,Fastball,94,0.03,8.61,,,,
104,58040,L,Fastball,94.3,2.39,9.18,,,,
105,58040,L,Fastball,94.8,-0.16,11.09,,,,
106,58040,L,Fastball,92.8,0.57,8.61,,,,
107,58040,L,Fastball,93,1.43,9.66,,,,
108,58040,L,Fastball,93.7,2.77,9.31,,,,
109,58040,L,Slider,88.5,-2.67,0.77,,,,
110,58040,L,Slider,88.6,-2.94,-0.55,,,,
111,58040,L,Curveball,75.1,-0.43,-12.79,,,,
112,58040,L,Slider,87.6,-1.27,1.26,,,,
113,58040,L,Fastball,94,1.75,9.51,,,,
114,58040,L,Curveball,74.4,0.64,-11.22,,,,
115,58040,L,Slider,89,-3.22,0.46,,,,
116,58040,L,Fastball,92,-0.01,10.15,,,,
117,58040,L,Slider,87.9,-1.61,2.42,,,,
118,58040,L,Fastball,93.2,2.14,9.95,,,,
119,58040,L,Fastball,93,0.89,9.71,,,,
120,58040,L,Fastball,92.8,0.28,8.32,,,,
121,58040,L,Fastball,92.8,0.73,10,,,,
122,58040,L,Fastball,93.3,1.32,9.49,,,,
123,58040,L,Curveball,74.3,-0.69,-10.9,,,,
124,58040,L,Fastball,92.5,1.55,9.12,,,,
125,58040,L,Fastball,92.8,0.37,7.79,,,,
126,58040,L,Fastball,92.2,0.5,9.34,,,,
127,58040,L,Slider,88.1,-2.7,2.11,,,,
128,58040,L,Fastball,93.4,0.86,8.35,,,,
129,58040,L,Slider,89.3,-1.17,2.73,,,,
130,58040,L,Fastball,94,-2.61,9.76,,,,
131,58040,L,Fastball,94.5,-2.03,8.63,,,,
132,58040,L,Slider,89.3,-2.58,3.37,,,,
133,58040,L,Fastball,94.2,-1.23,10.43,,,,
134,58040,L,Fastball,93.7,2.79,10.05,,,,
135,58040,L,Curveball,74.1,1.07,-12.57,,,,
136,58040,L,Fastball,94.4,1.77,9.96,,,,
137,58040,L,Fastball,92.4,0.21,9.57,,,,
138,58040,L,Slider,86.3,-2.58,0.53,,,,
139,58040,L,Slider,85.7,-5.41,-1.71,,,,
140,58040,L,Fastball,93.4,-0.52,10.36,,,,
141,58040,L,Curveball,72.6,-1.63,-12.58,,,,
142,58040,L,Slider,86.5,-5.17,-0.61,,,,
143,58040,L,Fastball,93.8,0.11,8.53,,,,
144,58040,L,Slider,86.5,-0.67,1.08,,,,
145,58040,L,Fastball,94.1,-0.34,8.32,,,,
146,58040,L,Fastball,93.5,-1.13,9.04,,,,
147,58040,L,Fastball,93.9,2.67,8.92,,,,
148,58040,L,Fastball,93.7,2.05,9.31,,,,
149,58040,L,Fastball,93.2,-0.29,9.68,,,,
150,58040,L,Fastball,93.4,2.98,10.47,,,,
151,58040,L,Slider,88.5,-2.07,4.18,,,,
152,58040,L,Fastball,93.3,1.1,7.64,,,,
153,58040,L,Fastball,94,2.19,8.31,,,,
154,58040,L,Fastball,94.4,0.36,9.13,,,,
155,58040,L,Slider,88.7,-2.25,6.8,,,,
156,58040,L,Fastball,94.6,0.77,10.94,,,,
157,58040,L,Fastball,94.4,-1.02,9.58,,,,
158,58040,L,Fastball,94.7,0.74,9.48,,,,
159,58040,L,Fastball,94.9,-2.08,10.7,,,,
160,58040,L,Curveball,75.7,-0.97,-11.12,,,,
161,58040,L,Fastball,94.9,1.55,10.53,,,,
162,58040,L,Fastball,95.2,1.42,9.58,,,,
163,58040,L,Slider,87.8,-3.8,-1.23,,,,
164,58040,L,Fastball,93.1,1.01,9.19,,,,
165,58040,L,Changeup,87.7,5.1,9.14,,,,
166,58040,L,Slider,86.9,-4.1,2.34,,,,
167,58040,L,Fastball,92.8,-0.24,9.53,,,,
168,58040,L,Slider,86.9,-1.94,2.38,,,,
169,58040,L,Fastball,92.9,1.08,9.19,,,,
170,58040,L,Curveball,74,-0.27,-11.25,,,,
171,58040,L,Changeup,88.1,5.64,8.19,,,,
172,58040,L,Fastball,93.2,-0.72,10.61,,,,
173,58040,L,Fastball,93.2,0.7,9.41,,,,
174,58040,L,Slider,86.1,-0.78,3.15,,,,
175,58040,L,Slider,87.4,-2.86,3.02,,,,
176,58040,L,Fastball,91.6,0.96,10.87,,,,
177,58040,L,Changeup,85.3,6.97,6.83,,,,
178,58040,L,Fastball,92.4,1.81,9.2,,,,
179,58040,L,Slider,87.1,-2.23,2.09,,,,
180,58040,L,Curveball,73.9,-2.72,-11.59,,,,
181,58040,L,Fastball,92.7,2.25,10.05,,,,
182,58040,L,Fastball,93.3,0.03,9.2,,,,
183,58040,L,Changeup,87.3,6.63,7.99,,,,
184,58040,L,Fastball,93.1,3.81,8.43,,,,
185,58040,L,Fastball,92.8,1.44,10.82,,,,
186,58040,L,Fastball,92.8,0.41,8.21,,,,
187,58040,L,Fastball,90.6,2.13,11.38,,,,
188,58040,L,Slider,85.2,-1.82,3.33,,,,
189,58040,L,Curveball,72.1,-1.38,-12,,,,
190,58040,L,Slider,84.9,-3.39,-2,,,,
191,58040,L,Fastball,92.8,0.5,8.19,,,,
192,58040,L,Slider,86.6,-1.9,1.06,,,,
193,58040,L,Slider,86.8,-2.69,-0.3,,,,
194,58040,L,Fastball,94,0.8,9.26,,,,
195,58040,L,Fastball,92.8,0.32,8.07,,,,
196,58040,L,Slider,85.2,-2.75,0.01,,,,
197,58040,L,Fastball,93.5,0.48,9.77,,,,
198,58040,L,Slider,88.8,-2.96,2.73,,,,
199,58040,L,Fastball,94.6,1.05,9.19,,,,
200,58040,L,Slider,89.3,-2.98,0.85,,,,
201,58040,L,Fastball,,,,94.2315,2234.76,-2.39571,-12.4017
202,58040,L,Fastball,,,,94.3677,2249.35,-0.99304,-13.2856
203,58040,L,Fastball,,,,94.5116,2123.01,-0.08837,-9.08969
204,58040,L,Slider,,,,90.8018,2405.94,2.23504,-21.832
205,58040,L,Fastball,,,,94.5727,2259.8,1.50766,-5.63623
206,58040,L,Slider,,,,90.5775,2502.15,1.15525,-24.8315
207,58040,L,Fastball,,,,94.6889,2259.53,3.02809,-7.2837
208,58040,L,Fastball,,,,94.3327,2298.71,4.52468,-7.87384
209,58040,L,Fastball,,,,94.8976,2275.28,2.63499,-7.49864
210,58040,L,Fastball,,,,94.0172,2282.71,-0.02999,-7.67167
211,58040,L,Fastball,,,,93.3433,2259.87,-0.23243,-10.1787
212,58040,L,Fastball,,,,92.7466,2261.31,-1.99293,-17.8145
213,58040,L,Fastball,,,,93.4921,2229.01,-0.93637,-8.54324
214,58040,L,Slider,,,,88.1104,,5.60119,-22.3406
215,58040,L,Fastball,,,,93.6488,2233.06,0.99452,-12.7102
